movieId,title,genres,imdbId,tmdbId,Release_Year,Director,Stars,Original Language,Revenue,Keywords
1950,In the Heat of the Night (1967),Drama|Mystery,61811,10633,1967,Norman Jewison,"['sidney poitier', 'rod steiger', 'warren oates', 'peter whitney', 'lee grant', 'anthony james', 'william schallert', 'scott wilson', 'larry gates']",English,27379978,"['southern usa', 'black people', 'small town', 'police chief', 'racial segregation', 'racist', 'stolen money', 'murder', 'youth gang', 'whodunit', 'poverty', 'false accusations', 'police station', 'racial tension', 'autopsy room', 'red herring', 'railroad station', 'white supremacists', 'nymphette', 'bigot', 'deep south', 'cotton plantation', 'southern small town', 'rumble', 'illegal abortionist', 'petty thief', 'jumping to conclusions']"
1951,Oliver! (1968),Musical,63385,17917,1968,Carol Reed,"['ron moody', 'shani wallis', 'oliver reed', 'harry secombe', 'mark lester', 'jack wild', 'joseph o conor', 'peggy mount', 'hylda baker']",English,37400000,"['london, england', 'based on novel or book', 'pickpocket', 'musical', 'orphanage', 'victorian england', 'based on play or musical', 'orphan', 'dog', '19th century']"
1952,Midnight Cowboy (1969),Drama,64665,3116,1969,John Schlesinger,"['jon voight', 'dustin hoffman', 'sylvia miles', 'john mcgiver', 'brenda vaccaro', 'barnard hughes', 'ruth white', 'jennifer salt', 'gilman rankin']",English,44785053,"['new york city', 'rape', 'based on novel or book', 'texas', 'shower', 'hustler', 'homelessness', 'friendship', 'rape of a male', 'male homosexuality', 'male prostitution', 'fish out of water', 'gang rape', 'lgbt', 'male bonding', 'polio', '1960s']"
1953,"French Connection, The (1971)",Action|Crime|Drama|Thriller,67116,1051,1971,William Friedkin,"['gene hackman', 'fernando rey', 'roy scheider', 'tony lo bianco', 'marcel bozzuffi', 'frederic de pasquale', 'bill hickman', 'ann rebbot', 'harold gary']",English,41200000,"['new york city', 'police brutality', 'marseille, france', 'night life', 'attempted murder', 'drug dealer', 'drug mule', 'heroin', 'gangster', 'drug smuggling', 'undercover agent', 'hijacking of train']"
1954,Rocky (1976),Action|Drama,75148,1366,1976,John G. Avildsen,"['sylvester stallone', 'talia shire', 'burt young', 'carl weathers', 'burgess meredith', 'thayer david', 'joe spinell', 'jimmy gambina', 'bill baldwin']",English,225300000,"['underdog', 'philadelphia, pennsylvania', 'transporter', 'italian american', 'fight', ""love of one's life"", 'publicity', 'boxer', 'independence', 'training', 'lovers', 'surprise', 'world champion', 'victory', 'sports', 'boxing']"
1955,Kramer Vs. Kramer (1979),Drama,79417,12102,1979,Robert Benton,"['dustin hoffman', 'meryl streep', 'jane alexander', 'justin henry', 'howard duff', 'george coe', 'jobeth williams', 'bill moor', 'howland chamberlain']",English,106260000,"['husband wife relationship', 'custody battle', 'marriage', 'divorce', 'family', 'couple', 'selfishness', 'manhattan, new york city', 'child custody', 'abandonment']"
1956,Ordinary People (1980),Drama,81283,16619,1980,Robert Redford,"['donald sutherland', 'mary tyler moore', 'judd hirsch', 'timothy hutton', 'm emmet walsh', 'elizabeth mcgovern', 'dinah manoff', 'fredric lehne', 'james b sikking']",English,54766923,"['post-traumatic stress disorder (ptsd)', 'chicago, illinois', 'based on novel or book', 'depression', 'suicide attempt', 'middle class', 'grief', 'dysfunctional family', 'psychiatrist', 'guilt', 'grieving', 'oscar-nominated', 'oscar winner']"
1957,Chariots of Fire (1981),Drama,82158,9443,1981,Hugh Hudson,"['ben cross', 'ian charleson', 'cheryl campbell', 'alice krige', 'nigel havers', 'ian holm', 'nicholas farrell', 'daniel gerroll', 'john gielgud']",English,58972904,"['underdog', 'scotland', 'missionary', 'jewry', 'patriotism', 'mayor', 'praline', 'olympic games', 'olympian sports team', 'ambition', 'sports', 'based on true story', 'athletics', 'olympic athlete', 'cambridge university', 'oscar-nominated', 'celebratory', 'oscar winner']"
1958,Terms of Endearment (1983),Comedy|Drama,86425,11050,1983,James L. Brooks,"['shirley maclaine', 'debra winger', 'jack nicholson', 'danny devito', 'jeff daniels', 'john lithgow', 'lisa hart carroll', 'betty king', 'huckleberry fox']",English,108423749,"['loss of loved one', 'based on novel or book', 'parent child relationship', 'texas', 'cancer', 'astronaut', 'single mother', 'neighbor neighbor relationship', 'narcissistic mother', 'oscar-nominated', 'oscar winner']"
1959,Out of Africa (1985),Drama|Romance,89755,606,1985,Sydney Pollack,"['robert redford', 'meryl streep', 'klaus maria brandauer', 'michael kitchen', 'malick bowens', 'michael gough', 'suzanna hamilton', 'rachel kempson', 'graham crowden']",English,227514205,"['africa', 'infidelity', 'plantation', 'safari', 'farm', 'nairobi', 'coffee grower', 'romance', 'kenya', 'based on memoir or autobiography', 'british colonial', 'syphilis', 'danish', 'historical drama', '1910s', 'big game hunter', 'cuckolded husband', 'plantation owner', 'lions', 'coffee beans', 'oscar-nominated', 'colonial africa', 'oscar winner']"
1960,"Last Emperor, The (1987)",Drama|War,93389,746,1987,Bernardo Bertolucci,"['john lone', 'joan chen', 'peter o toole', 'ruocheng ying', 'victor wong', 'dennis dun', 'ryuichi sakamoto', 'maggie han', 'ric young']",English,44000000,"['buddhism', 'suicide', 'china', 'suicide attempt', 'war crimes', 'becoming an adult', 'isolation', 'war on drugs', 'opium', 'experiment', 'drug addiction', 'world war ii', 'revolution', 'emperor', 'arranged marriage', 'manchuria', 'dynasty', 'reeducation camp', 'biography', ""coup d'etat"", 'autobiography', 'based on true story', 'teacher', 'beijing, china', 'dowager', 'decadence', 'communism', '1920s', '1940s', '1950s', '1910s', '1930s', 'japanese occupation of china', 'lgbt interest', 'oscar-nominated', 'oscar winner']"
1961,Rain Man (1988),Drama,95953,380,1988,Barry Levinson,"['tom cruise', 'dustin hoffman', 'valeria golino', 'gerald r molen', 'jack murdock', 'michael d roberts', 'ralph seymour', 'lucinda jenney', 'bonnie hunt']",English,354825435,"['individual', 'loss of loved one', 'mentally disabled', 'autism', 'yuppie', 'car dealer', 'egocentrism', 'road trip', 'blackjack', 'cincinnati', 'travel', 'convertible', 'las vegas', 'psychiatrist', 'disability', 'mentally handicapped man', 'duringcreditsstinger', ""asperger's syndrome"", 'suppressed memory', 'forgotten memory', 'oscar-nominated', 'savant', 'oscar winner']"
1962,Driving Miss Daisy (1989),Drama,97239,403,1989,Bruce Beresford,"['morgan freeman', 'jessica tandy', 'dan aykroyd', 'patti lupone', 'esther rolle', 'joann havrilla', 'william hall jr', 'alvin m sugarman', 'clarice f geigerman']",English,145793296,"['individual', '1970s', 'culture clash', 'chauffeur', 'atlanta', 'self-discovery', 'pulitzer prize', 'civil rights', 'widow', 'racial segregation', 'based on play or musical', 'car accident', 'unlikely friendship', 'elderly', 'african american servant', '1940s', '1950s', '1960s', 'elderly lady', 'race relations', 'oscar-nominated', 'oscar winner']"
1963,Take the Money and Run (1969),Comedy,65063,11485,1969,Woody Allen,"['woody allen', 'janet margolin', 'marcel hillaire', 'jacquelyn hyde', 'lonny chapman', 'jan merlin', 'james anderson', 'howard storm', 'mark gordon']",English,,"['prison', 'pickpocket', 'jinx', 'bad luck', 'wedding']"
1964,Klute (1971),Drama|Mystery,67309,466,1971,Alan J. Pakula,"['jane fonda', 'donald sutherland', 'charles cioffi', 'roy scheider', 'dorothy tristan', 'rita gam', 'nathan george', 'vivian nathan', 'morris strassberg']",English,12512637,"['new york city', 'prostitute', 'detective', 'cat', 'obsession', 'pimp', 'junkie', 'audio tape', 'conspiracy', 'psychologist', 'whodunit', 'missing person']"
1965,Repo Man (1984),Comedy|Sci-Fi,87995,13820,1984,Alex Cox,"['emilio estevez', 'harry dean stanton', 'tracey walter', 'olivia barash', 'sy richardson', 'susan barnes', 'fox harris', 'tom finnegan', 'del zamora']",English,2300000,"['capitalism', 'economy', 'punk rock', 'police', 'satire', 'ufo', 'radioactivity', 'surrealism', 'alien', 'dark comedy', 'conspiracy', 'consumerism', 'los angeles, california', 'scientist', 'nonconformism', 'repossession', 'genre bending', '1980s', 'car trunk', 'cult film', 'anti-authoritarianism']"
1966,Metropolitan (1990),Comedy,100142,15389,1990,Whit Stillman,"['edward clements', 'chris eigeman', 'taylor nichols', 'carolyn farina', 'isabel gillies', 'dylan hundley', 'allison parisi', 'bryan leder', 'will kempe']",English,2900000,"['upper class', 'new york city', 'philosophy', 'manhattan, new york city', 'debutante', 'socialite party', 'young adult']"
1967,Labyrinth (1986),Adventure|Children's|Fantasy,91369,13597,1986,Jim Henson,"['david bowie', 'jennifer connelly', 'toby froud', 'shelley thompson', 'christopher malcolm', 'brian henson', 'dave goelz', 'ron mueck', 'karen prell']",English,12729917,"['maze', 'babysitter', 'castle', 'musical', 'baby-snatching', 'race against time', 'puppet', 'growing up', 'surrealism', 'rescue', 'coming of age', 'teenage girl', 'puppetry', 'fantasy world', 'child kidnapping', 'goblin', 'goblins', 'magic land', 'giant creature', 'bizarre creatures', 'goblin king']"
1968,"Breakfast Club, The (1985)",Comedy|Drama,88847,2108,1985,John Hughes,"['emilio estevez', 'judd nelson', 'molly ringwald', 'anthony michael hall', 'ally sheedy', 'paul gleason', 'john kapelos', 'perry crawford', 'mary christian']",English,51525171,"['high school', 'teen angst', 'coming of age', 'detention', 'teenage rebellion', 'stereotype', '1980s', 'one location', 'teenager']"
1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror,89686,10014,1985,Jack Sholder,"['robert englund', 'mark patton', 'kim myers', 'robert rusler', 'clu gulager', 'hope lange', 'marshall bell', 'melinda o fee', 'tom mcfadden']",English,30000000,"['fire', 'dream', 'diary', 'nightmare', 'haunted house', 'transformation', 'sadism', 'supernatural', 'psychopath', 'high school', 'sequel', 'possession', 'premonition', 'spontaneous combustion', 'slasher', 'bdsm', 'school bus', 'disfigurement', 'sleepwalking', 'pool party', 'supernatural horror', 'whump']"
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror,93629,10072,1987,Chuck Russell,"['patricia arquette', 'heather langenkamp', 'craig wasson', 'robert englund', 'ken sagoes', 'rodney eastman', 'jennifer rubin', 'bradley gregg', 'ira heiden']",English,44800000,"['dream', 'ohio', 'group therapy', 'nightmare', 'hypnosis', 'sadism', 'supernatural', 'psychopath', 'sequel', 'murder', 'slasher', 'trapped', 'alcoholic', 'mental illness', 'dream sequence', 'catholicism', 'disfigurement', 'sleepwalking', 'mental hospital', 'nightmare becomes reality', 'psychotherapist', 'supernatural horror']"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror,95742,10131,1988,Renny Harlin,"['robert englund', 'lisa wilcox', 'tuesday knight', 'andras jones', 'danny hassel', 'ken sagoes', 'rodney eastman', 'brooke theiss', 'toy newkirk']",English,49400000,"['martial arts', 'dream', 'ohio', 'nightmare', 'sadism', 'supernatural', 'psychopath', 'high school', 'resurrection', 'sequel', 'murder', 'diner', 'slasher', 'alcoholic', 'disfigurement', 'nightmare becomes reality', 'supernatural horror']"
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,97981,10160,1989,Stephen Hopkins,"['robert englund', 'lisa wilcox', 'erika anderson', 'valorie armstrong', 'michael ashton', 'kelly jo minter', 'danny hassel', 'nicholas mele', 'joe seely']",English,22200000,"['nun', 'baby', 'monster', 'dream', 'ohio', 'asylum', 'nightmare', 'pregnancy', 'sadism', 'supernatural', 'psychopath', 'resurrection', 'sequel', 'murder', 'vision', 'slasher', 'torture', 'birth', 'disfigurement', 'nightmare becomes reality', 'fetus', 'womb', 'supernatural horror']"
1973,Freddy's Dead: The Final Nightmare (1991),Horror,101917,11284,1991,Rachel Talalay,"['robert englund', 'lisa zane', 'shon greenblatt', 'lezlie deane', 'yaphet kotto', 'breckin meyer', 'ricky dean logan', 'cassandra rachel friel', 'lindsey fields']",English,34900000,"['amnesia', 'dream', 'ohio', 'nightmare', 'sadism', 'supernatural', 'psychopath', 'sequel', 'alternate dimension', 'murder', 'memory', 'psychologist', 'memory loss', 'slasher', 'killer', 'disfigurement', 'duringcreditsstinger', 'woman director', 'nightmare becomes reality', 'halfway house', 'supernatural horror']"
1974,Friday the 13th (1980),Horror,80761,4488,1980,Sean S. Cunningham,"['betsy palmer', 'adrienne king', 'jeannine taylor', 'robbi morgan', 'kevin bacon', 'harry crosby', 'laurie bartram', 'mark nelson', 'peter brouwer']",English,59800000,"['new jersey', 'drowning', 'lake', 'villain', 'cabin', 'sadism', 'summer camp', 'woods', 'revenge', 'murder', 'stalking', 'serial killer', 'camp', 'slasher', 'summer', 'series of murders', 'franchise', '1950s', 'teenager']"
1975,Friday the 13th Part 2 (1981),Horror,82418,9725,1981,Steve Miner,"['amy steel', 'adrienne king', 'john furey', 'betsy palmer', 'kirsten baker', 'stuart charno', 'warrington gillette', 'walt gorney', 'marta kober']",English,21700000,"['new jersey', 'summer camp', 'psychopath', 'sequel', 'woods', 'revenge', 'mysterious man', 'serial killer', 'summer', 'massacre', 'series of murders', 'death of mother', 'teenager']"
1976,Friday the 13th Part 3: 3D (1982),Horror,83972,9728,1982,Steve Miner,"['dana kimmell', 'catherine parks', 'richard brooker', 'tracie savage', 'david wiley', 'rachel howard', 'anne gaybis', 'larry zerner', 'paul kratka']",English,36700000,"['lake', 'sadism', 'summer camp', 'psychopath', 'sequel', 'woods', 'murder', 'slaughter', 'serial killer', 'slasher', 'summer', 'series of murders', 'blood lust', 'one by one', 'supernatural horror', 'young girls', 'slaughtering']"
1977,Friday the 13th: The Final Chapter (1984),Horror,87298,9730,1984,Joseph Zito,"['judie aronson', 'kimberly beck', 'joan freeman', 'barbara howard', 'corey feldman', 'erich anderson', 'peter barton', 'crispin glover', 'clyde hayes']",English,33000000,"['new jersey', 'lake', 'sadism', 'psychopath', 'resurrection', 'sequel', 'woods', 'slaughter', 'morgue', 'serial killer', 'slasher', 'series of murders', 'hitchhike', 'supernatural horror']"
1978,Friday the 13th Part V: A New Beginning (1985),Horror,89173,9731,1985,Danny Steinmann,"['tiffany helm', 'john shepherd', 'juliette cummins', 'melanie kinnaman', 'richard young', 'deborah voorhees', 'mark venturini', 'shavar ross', 'marco st john']",English,21900000,"['new jersey', 'mask', 'psychology', 'sadism', 'psychopath', 'sequel', 'woods', 'slaughter', 'serial killer', 'hospital', 'slasher', 'whodunit', 'series of murders', 'supernatural horror']"
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,91080,10225,1986,Tom McLoughlin,"['thom mathews', 'jennifer cooke', 'darcy demoss', 'ann ryerson', 'renee jones', 'temi epstein', 'michael swan', 'david kagen', 'kerry noonan']",English,19500000,"['new jersey', 'lightning', 'cemetery', 'mask', 'sadism', 'psychopath', 'sequel', 'woods', 'slaughter', 'serial killer', 'slasher', 'series of murders', 'supernatural horror', 'meta']"
1980,Friday the 13th Part VII: The New Blood (1988),Horror,95179,10281,1988,John Carl Buechler,"['lar park lincoln', 'kane hodder', 'terry kiser', 'kevin spirtas', 'susan jennifer sullivan', 'debora kessler', 'elizabeth kaitan', 'staci greason', 'jennifer banko']",English,19200000,"['new jersey', 'lake', 'mask', 'sadism', 'telekinesis', 'psychopath', 'sequel', 'woods', 'slaughter', 'serial killer', 'slasher', 'series of murders', 'psychiatrist', 'supernatural horror']"
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,97388,10283,1989,Rob Hedden,"['jensen daggett', 'sharlene martin', 'scott reeves', 'tiffany paulsen', 'alex diakun', 'amber pawlick', 'kane hodder', 'kelly hu', 'todd caldecott']",English,14000000,"['new york city', 'new jersey', 'boat', 'mask', 'sadism', 'psychopath', 'high school', 'sewerage', 'times square', 'sequel', 'woods', 'slaughter', 'serial killer', 'slasher', 'series of murders', 'supernatural horror']"
1982,Halloween (1978),Horror,77651,948,1978,John Carpenter,"['donald pleasence', 'jamie lee curtis', 'p j soles', 'nancy kyes', 'charles cyphers', 'kyle richards', 'brian andrews', 'john michael graham', 'nancy stephens']",English,70300000,"['mask', 'babysitter', 'halloween', 'police', 'stalking', 'serial killer', 'marijuana', 'maniac', 'killing spree', 'family', 'evil', 'psychotic', 'escaped killer']"
1983,Halloween II (1981),Horror,82495,11281,1981,Rick Rosenthal,"['jamie lee curtis', 'donald pleasence', 'charles cyphers', 'jeffrey kramer', 'lance guest', 'pamela susan shoop', 'ana alicia', 'kyle richards', 'tawny moyer']",English,25500000,"['sheriff', 'mask', 'halloween', 'sequel', 'hospital', 'electronic music score', 'holiday horror']"
1984,Halloween III: Season of the Witch (1983),Horror,85636,10676,1983,Tommy Lee Wallace,"['tom atkins', 'stacey nelkin', 'dan o herlihy', 'michael currie', 'ralph strait', 'jadeen barbor', 'brad schacter', 'garn stephens', 'nancy kyes']",English,14400000,"['commercial', 'factory', 'gas station', 'curfew', 'mask', 'halloween', 'cult', 'hospital', 'doctor', 'electronic music score', 'death', 'surveillance camera', 'stonehenge', 'holiday horror']"
1985,Halloween 4: The Return of Michael Myers (1988),Horror,95271,11357,1988,Dwight H. Little,"['donald pleasence', 'danielle harris', 'ellie cornell', 'george p wilbur', 'michael pataki', 'beau starr', 'kathleen kinmont', 'sasha jenson', 'gene ross']",English,17800000,"['sheriff', 'scissors', 'ambulance', 'halloween', 'twist', 'knife', 'sequel', 'murder', 'serial killer', 'niece', 'power outage', 'evil', 'crime spree', 'escaped killer', 'october', 'murder spree', 'holiday horror']"
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,97474,11361,1989,Dominique Othenin-Girard,"['donald pleasence', 'danielle harris', 'ellie cornell', 'wendy foxworth', 'beau starr', 'don shanks', 'jeffrey landman', 'tamara glynn', 'matthew walker']",English,11600000,"['sheriff', 'barn', 'sequel', 'boogeyman', 'slasher', 'psychiatrist', 'killer', 'kitten', 'scythe', 'heroine', 'pitchfork', 'psychotronic', 'holiday horror']"
1987,Prom Night (1980),Horror,81383,36599,1980,Paul Lynch,"['leslie nielsen', 'jamie lee curtis', 'casey stevens', 'anne marie martin', 'antoinette bower', 'michael tough', 'robert a silverman', 'pita oliver', 'david mucci']",English,14796236,"['dancing', 'dance', 'high school', 'revenge', 'murder', 'prom', 'serial killer', 'slasher', 'killer', 'disco', 'psycho', 'red herring']"
1988,Hello Mary Lou: Prom Night II (1987),Horror,93176,39929,1987,Bruce Pittman,"['lisa schrage', 'michael ironside', 'wendy lyon', 'louis ferreira', 'richard monette', 'terri hawkes', 'brock simpson', 'beth gondek', 'judy mahbey']",English,2683519,"['cemetery', 'infidelity', 'exorcism', 'high school', 'possession', 'revenge', 'murder', 'locker room', 'prom', 'unfaithfulness', 'slasher', 'high school friends', 'super power', 'ghost', 'school principal', 'prom queen', 'canuxploitation']"
1989,Prom Night III: The Last Kiss (1989),Horror,98136,41828,1989,Ron Oliver,"['tim conlon', 'cynthia preston', 'david stratton', 'courtney taylor', 'dylan neal', 'jeremy ratchford', 'roger dunn', 'tom nursall', 'george chuvalo']",English,,"['high school', 'prom', 'zombie', 'canuxploitation', 'acid']"
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,105179,41769,1992,Clay Borris,"['nicole de boer', 'j h wyman', 'joy tanner', 'alle ghadban', 'kenneth mcgregor', 'james carver', 'brock simpson', 'krista bulmer', 'phil morrison']",English,,"['monk', 'nun', 'murder', 'priest', 'slasher', 'casual sex']"
1991,Child's Play (1988),Horror,94862,10585,1988,Tom Holland,"['catherine hicks', 'chris sarandon', 'alex vincent', 'brad dourif', 'dinah manoff', 'tommy swerdlow', 'jack colvin', 'neil giuntoli', 'juan ramirez']",English,44196684,"['chicago, illinois', 'gun', 'birthday', 'voodoo', 'stalker', 'evil doll', 'murder', 'killer doll', 'serial killer', 'slasher', 'explosion', 'single mother', 'killer', 'doll', 'evil', 'killer toys', 'toy comes to life', 'possessed doll', 'supernatural power', 'mother and son', 'falling out window']"
1992,Child's Play 2 (1990),Horror,99253,11186,1990,John Lafia,"['alex vincent', 'brad dourif', 'christine elise', 'jenny agutter', 'gerrit graham', 'grace zabriskie', 'peter haskell', 'beth grant', 'greg germann']",English,35763605,"['factory', 'foster parents', 'voodoo', 'faithlessness', 'evil doll', 'murder', 'killer doll', 'serial killer', 'slasher', 'foster sister', 'foster family', 'doll', 'foster child', 'evil', 'foster home', 'killer toys', 'toy comes to life', 'toy factory', 'possessed doll', 'foster mom', 'supernatural power']"
1993,Child's Play 3 (1992),Horror,103956,11187,1992,Jack Bender,"['justin whalin', 'perrey reeves', 'jeremy sylvers', 'travis fine', 'dean jacobson', 'brad dourif', 'peter haskell', 'dakin matthews', 'andrew robinson']",English,20560255,"['recruit', 'voodoo', 'evil doll', 'killer doll', 'serial killer', 'slasher', 'military academy', 'killer toys', 'toy comes to life', 'war game', 'possessed doll', 'supernatural power']"
1994,Poltergeist (1982),Horror|Thriller,84516,609,1982,Tobe Hooper,"['craig t nelson', 'jobeth williams', 'beatrice straight', 'dominique dunne', 'oliver robins', 'heather o rourke', 'michael mcmanus', 'virginia kiser', 'martin casella']",English,122200000,"['parent child relationship', 'medium', 'ghostbuster', 'poltergeist', 'haunted house', 'dying and death', 'family relationships', 'suburbia', 'paranormal phenomena', 'power of goodness', 'haunted']"
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,91778,11133,1986,Brian Gibson,"['craig t nelson', 'jobeth williams', 'heather o rourke', 'oliver robins', 'zelda rubinstein', 'will sampson', 'julian beck', 'geraldine fitzgerald', 'john p whitecloud']",English,40996665,"['monster', 'poltergeist', 'family secrets', 'sequel', 'alternate dimension', 'undead', 'shaman', 'super power', 'phoenix, arizona', 'supernatural horror']"
1996,Poltergeist III (1988),Horror|Thriller,95889,10306,1988,Gary Sherman,"['tom skerritt', 'nancy allen', 'heather o rourke', 'lara flynn boyle', 'kipley wentz', 'zelda rubinstein', 'richard fire', 'nathan davis', 'joey garfield']",English,14144000,"['chicago, illinois', 'poltergeist', 'religion and supernatural', 'sequel', 'devil', 'demon', 'super power']"
1997,"Exorcist, The (1973)",Horror,70047,9552,1973,William Friedkin,"['ellen burstyn', 'linda blair', 'jason miller', 'max von sydow', 'lee j cobb', 'william o malley', 'kitty winn', 'jack macgowran', 'barton heyman']",English,441400000,"['exorcism', 'holy water', 'religion and supernatural', 'vomit', 'possession', 'priest', 'ouija board', 'satan', 'paranormal phenomena', 'demon', 'strong language', 'catholic church', 'demonic possession', 'disturbed child', 'crisis of faith', 'sfx', 'religious horror', 'supernatural horror']"
1998,Exorcist II: The Heretic (1977),Horror,76009,11586,1977,John Boorman,"['richard burton', 'linda blair', 'louise fletcher', 'max von sydow', 'kitty winn', 'paul henreid', 'james earl jones', 'ned beatty', 'belinda beatty']",English,30800000,"['1970s', 'exorcism', 'hypnosis', 'religion and supernatural', 'examination', 'pact with the devil', 'sequel', 'possession', 'priest', 'devil', 'catholic church', 'demonic possession', 'locust', 'faith healing', 'supernatural horror']"
1999,"Exorcist III, The (1990)",Horror,99528,11587,1990,William Peter Blatty,"['george c scott', 'ed flanders', 'brad dourif', 'jason miller', 'nicol williamson', 'scott wilson', 'nancy fish', 'george dicenzo', 'don gordon']",English,39000000,"['death penalty', 'suspicion of murder', 'exorcism', 'doomed man', 'religion and supernatural', 'investigation', 'possession', 'priest', 'psychiatric hospital', 'series of murders', 'missing person', 'catholic church', 'demonic possession', 'supernatural horror']"
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,93409,941,1987,Richard Donner,"['mel gibson', 'danny glover', 'gary busey', 'mitchell ryan', 'tom atkins', 'darlene love', 'traci wolfe', 'jackie swanson', 'damon hines']",English,120200000,"['showdown', 'self-destruction', 'police', 'mixed martial arts', 'los angeles, california', 'police detective', 'ex soldier', 'wisecrack humor', 'buddy cop', 'lapd', 'maverick cop', 'homicide detective', 'christmas', 'death of wife', 'action hero']"
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,97733,942,1989,Richard Donner,"['mel gibson', 'danny glover', 'joe pesci', 'joss ackland', 'derrick o connor', 'patsy kensit', 'darlene love', 'steve kahan', 'mark rolston']",English,227900000,"['loss of loved one', 'showdown', 'police', 'sequel', 'mixed martial arts', 'gang', 'los angeles, california', 'police detective', 'wisecrack humor', 'buddy cop', 'diplomatic immunity', 'lapd', 'maverick cop', 'action hero']"
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,104714,943,1992,Richard Donner,"['mel gibson', 'danny glover', 'joe pesci', 'rene russo', 'stuart wilson', 'steve kahan', 'mary ellen trainor', 'darlene love', 'traci wolfe']",English,321700000,"['showdown', 'police', 'sequel', 'mixed martial arts', 'los angeles, california', 'rookie cop', 'wisecrack humor', 'buddy cop', 'lapd', 'maverick cop', 'aftercreditsstinger', 'action hero']"
2003,Gremlins (1984),Comedy|Horror,87363,927,1984,Joe Dante,"['zach galligan', 'phoebe cates', 'hoyt axton', 'frances lee mccain', 'corey feldman', 'keye luke', 'john louie', 'dick miller', 'jackie joseph']",English,153083102,"['holiday', 'monster', 'small town', 'department store', 'bars and restaurants', 'human animal relationship', 'pet', 'sunlight', 'chain saw', 'salesperson', 'midnight', 'fur', 'banking', 'puppet', 'gremlin', 'ymca', 'puppetry', 'christmas', 'pets']"
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,99700,928,1990,Joe Dante,"['zach galligan', 'phoebe cates', 'john glover', 'robert prosky', 'robert picardo', 'christopher lee', 'haviland morris', 'dick miller', 'jackie joseph']",English,41482207,"['new york city', 'monster', 'skyscraper', 'mutant', 'restaurant', 'human animal relationship', 'mutation', 'dying and death', 'research station', 'current', 'electric shock', 'cleverness', 'gremlin', 'puppetry', 'cowardliness', 'creature', 'pets', 'electricity']"
2005,"Goonies, The (1985)",Adventure|Children's|Fantasy,89218,9340,1985,Richard Donner,"['sean astin', 'josh brolin', 'jeff cohen', 'corey feldman', 'kerri green', 'martha plimpton', 'ke huy quan', 'john matuszak', 'robert davi']",English,61389680,"['oregon, usa', 'gang of thieves', 'treasure map', 'gunfight', 'childhood friends', 'booby trap', 'water slide', 'foreclosure', 'walking the plank', 'lost treasure', 'social outcast', 'pirate ship', 'henchmen']"
2006,"Mask of Zorro, The (1998)",Action|Adventure|Romance,120746,9342,1998,Martin Campbell,"['antonio banderas', 'anthony hopkins', 'catherine zeta jones', 'stuart wilson', 'matt letscher', 'l q jones', 'diego sieres', 'jose maria de tavira', 'tony amendola']",English,250300000,"['california', 'spy', 'hero', 'horseback riding', 'epic', 'vigilante', 'superhero', 'sword fight', 'revenge', 'swashbuckler', 'action hero', 'zorro', 'vigilante justice']"
2007,Polish Wedding (1998),Comedy,119910,38509,1998,Theresa Connelly,"['claire danes', 'lena olin', 'gabriel byrne', 'mili avital', 'daniel lapaine', 'jon bradford', 'ramsey krull', 'rachel morrin', 'rebecca morrin']",English,,"['paris, france', 'dancing', 'jealousy', 'wedding', 'festival']"
2008,"This World, Then the Fireworks (1996)",Crime|Drama|Film-Noir,117898,60033,1996,Michael Oblowitz,"['billy zane', 'gina gershon', 'sheryl lee', 'philip locke', 'elis imboden', 'christian durango', 'sloan cobb', 'roberta hanley', 'robert pentz']",English,51618,['neo-noir']
2009,Soylent Green (1973),Sci-Fi|Thriller,70723,12101,1973,Richard Fleischer,"['charlton heston', 'leigh taylor young', 'chuck connors', 'joseph cotten', 'brock peters', 'paula kelly', 'edward g robinson', 'stephen young', 'mike henry']",English,3600000,"['based on novel or book', 'greenhouse effect', 'paranoia', 'dystopia', 'overpopulation', 'global warming', 'water shortage', 'cannibal', 'genocide', 'murder investigation', 'colony collapse disorder', 'eutanasia', 'assisted suicide', 'crime against humanity', 'murder case', 'food shortage', 'societal collapse', 'processing plant', 'environmental collapse', 'dystopian future']"
